15-2-3 20:39:55.9|Info|Bootstrap|Starting NzbDrone - /usr/lib/sonarr/NzbDrone.exe - Version 2.0.0.2722
15-2-3 20:39:57.6|Debug|MigrationLogger|ALTER TABLE "NamingConfig_temp" RENAME TO "NamingConfig"
15-2-3 20:39:57.6|Debug|MigrationLogger|Took: 00:00:00.0124100
15-2-3 20:39:57.6|Debug|MigrationLogger|ExecuteSqlStatement UPDATE NamingConfig SET RenameEpisodes = 1 WHERE RenameEpisodes = -1
15-2-3 20:39:57.6|Debug|MigrationLogger|UPDATE NamingConfig SET RenameEpisodes = 1 WHERE RenameEpisodes = -1
15-2-3 20:39:57.6|Debug|MigrationLogger|Took: 00:00:00.0003370
15-2-3 20:39:57.6|Debug|MigrationLogger|ExecuteSqlStatement UPDATE NamingConfig SET RenameEpisodes = 0 WHERE RenameEpisodes = -2
15-2-3 20:39:57.6|Debug|MigrationLogger|UPDATE NamingConfig SET RenameEpisodes = 0 WHERE RenameEpisodes = -2
15-2-3 20:39:57.6|Debug|MigrationLogger|Took: 00:00:00.0003530
15-2-3 20:39:57.6|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (9, '2015-02-04T02:39:57', 'fix_rename_episodes')
15-2-3 20:39:57.6|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.6|Debug|MigrationLogger|9: fix_rename_episodes migrated
15-2-3 20:39:57.6|Debug|MigrationLogger|Took: 00:00:00.0092000
15-2-3 20:39:57.6|Info|MigrationLogger|*** 10: add_monitored migrating ***
15-2-3 20:39:57.6|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.6|Info|add_monitored|Starting migration  to 10
15-2-3 20:39:57.6|Debug|MigrationLogger|AlterTable Episodes
15-2-3 20:39:57.6|Debug|MigrationLogger|
15-2-3 20:39:57.6|Debug|MigrationLogger|Took: 00:00:00.0001740
15-2-3 20:39:57.6|Debug|MigrationLogger|CreateColumn Episodes Monitored Boolean
15-2-3 20:39:57.6|Debug|MigrationLogger|ALTER TABLE "Episodes" ADD COLUMN "Monitored" INTEGER
15-2-3 20:39:57.6|Debug|MigrationLogger|Took: 00:00:00.0004970
15-2-3 20:39:57.6|Debug|MigrationLogger|AlterTable Seasons
15-2-3 20:39:57.6|Debug|MigrationLogger|
15-2-3 20:39:57.6|Debug|MigrationLogger|Took: 00:00:00.0001680
15-2-3 20:39:57.6|Debug|MigrationLogger|CreateColumn Seasons Monitored Boolean
15-2-3 20:39:57.6|Debug|MigrationLogger|ALTER TABLE "Seasons" ADD COLUMN "Monitored" INTEGER
15-2-3 20:39:57.6|Debug|MigrationLogger|Took: 00:00:00.0004500
15-2-3 20:39:57.6|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Episodes SET Monitored = 1 WHERE Ignored = 0
15-2-3 20:39:57.6|Debug|MigrationLogger|UPDATE Episodes SET Monitored = 1 WHERE Ignored = 0
15-2-3 20:39:57.6|Debug|MigrationLogger|Took: 00:00:00.0003100
15-2-3 20:39:57.6|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Episodes SET Monitored = 0 WHERE Ignored = 1
15-2-3 20:39:57.6|Debug|MigrationLogger|UPDATE Episodes SET Monitored = 0 WHERE Ignored = 1
15-2-3 20:39:57.6|Debug|MigrationLogger|Took: 00:00:00.0003070
15-2-3 20:39:57.6|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Seasons SET Monitored = 1 WHERE Ignored = 0
15-2-3 20:39:57.6|Debug|MigrationLogger|UPDATE Seasons SET Monitored = 1 WHERE Ignored = 0
15-2-3 20:39:57.6|Debug|MigrationLogger|Took: 00:00:00.0003020
15-2-3 20:39:57.6|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Seasons SET Monitored = 0 WHERE Ignored = 1
15-2-3 20:39:57.6|Debug|MigrationLogger|UPDATE Seasons SET Monitored = 0 WHERE Ignored = 1
15-2-3 20:39:57.6|Debug|MigrationLogger|Took: 00:00:00.0003030
15-2-3 20:39:57.6|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (10, '2015-02-04T02:39:57', 'add_monitored')
15-2-3 20:39:57.6|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.6|Debug|MigrationLogger|10: add_monitored migrated
15-2-3 20:39:57.6|Debug|MigrationLogger|Took: 00:00:00.0240780
15-2-3 20:39:57.6|Info|MigrationLogger|*** 11: remove_ignored migrating ***
15-2-3 20:39:57.6|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.6|Info|remove_ignored|Starting migration  to 11
15-2-3 20:39:57.6|Debug|MigrationLogger|DeleteColumn Seasons Ignored
15-2-3 20:39:57.6|Debug|MigrationLogger|CREATE TABLE "Seasons_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "SeriesId" INTEGER NOT NULL, "SeasonNumber" INTEGER NOT NULL, "Monitored" INTEGER)
15-2-3 20:39:57.6|Debug|MigrationLogger|INSERT INTO "Seasons_temp" SELECT "Id", "SeriesId", "SeasonNumber", "Monitored" FROM "Seasons"
15-2-3 20:39:57.6|Debug|MigrationLogger|DROP TABLE "Seasons"
15-2-3 20:39:57.6|Debug|MigrationLogger|ALTER TABLE "Seasons_temp" RENAME TO "Seasons"
15-2-3 20:39:57.6|Debug|MigrationLogger|Took: 00:00:00.0160070
15-2-3 20:39:57.6|Debug|MigrationLogger|DeleteColumn Episodes Ignored
15-2-3 20:39:57.7|Debug|MigrationLogger|CREATE TABLE "Episodes_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "TvDbEpisodeId" INTEGER NOT NULL, "SeriesId" INTEGER NOT NULL, "SeasonNumber" INTEGER NOT NULL, "EpisodeNumber" INTEGER NOT NULL, "Title" TEXT, "Overview" TEXT, "EpisodeFileId" INTEGER, "AirDate" DATETIME, "AbsoluteEpisodeNumber" INTEGER, "SceneAbsoluteEpisodeNumber" INTEGER, "SceneSeasonNumber" INTEGER, "SceneEpisodeNumber" INTEGER, "Monitored" INTEGER)
15-2-3 20:39:57.7|Debug|MigrationLogger|INSERT INTO "Episodes_temp" SELECT "Id", "TvDbEpisodeId", "SeriesId", "SeasonNumber", "EpisodeNumber", "Title", "Overview", "EpisodeFileId", "AirDate", "AbsoluteEpisodeNumber", "SceneAbsoluteEpisodeNumber", "SceneSeasonNumber", "SceneEpisodeNumber", "Monitored" FROM "Episodes"
15-2-3 20:39:57.7|Debug|MigrationLogger|DROP TABLE "Episodes"
15-2-3 20:39:57.7|Debug|MigrationLogger|ALTER TABLE "Episodes_temp" RENAME TO "Episodes"
15-2-3 20:39:57.7|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Episodes_TvDbEpisodeId" ON "Episodes" ("TvDbEpisodeId" ASC)
15-2-3 20:39:57.7|Debug|MigrationLogger|Took: 00:00:00.0190330
15-2-3 20:39:57.7|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (11, '2015-02-04T02:39:57', 'remove_ignored')
15-2-3 20:39:57.7|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.7|Debug|MigrationLogger|11: remove_ignored migrated
15-2-3 20:39:57.7|Debug|MigrationLogger|Took: 00:00:00.0310160
15-2-3 20:39:57.7|Info|MigrationLogger|*** 12: remove_custom_start_date migrating ***
15-2-3 20:39:57.7|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.7|Info|remove_custom_start_date|Starting migration  to 12
15-2-3 20:39:57.7|Debug|MigrationLogger|DeleteColumn Series CustomStartDate
15-2-3 20:39:57.7|Debug|MigrationLogger|CREATE TABLE "Series_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "TvdbId" INTEGER NOT NULL, "TvRageId" INTEGER NOT NULL, "ImdbId" TEXT NOT NULL, "Title" TEXT NOT NULL, "TitleSlug" TEXT NOT NULL, "CleanTitle" TEXT NOT NULL, "Status" INTEGER NOT NULL, "Overview" TEXT, "AirTime" TEXT, "Images" TEXT NOT NULL, "Path" TEXT NOT NULL, "Monitored" INTEGER NOT NULL, "QualityProfileId" INTEGER NOT NULL, "SeasonFolder" INTEGER NOT NULL, "LastInfoSync" DATETIME, "LastDiskSync" DATETIME, "Runtime" INTEGER NOT NULL, "SeriesType" INTEGER NOT NULL, "Network" TEXT, "UseSceneNumbering" INTEGER NOT NULL, "FirstAired" DATETIME, "NextAiring" DATETIME)
15-2-3 20:39:57.7|Debug|MigrationLogger|INSERT INTO "Series_temp" SELECT "Id", "TvdbId", "TvRageId", "ImdbId", "Title", "TitleSlug", "CleanTitle", "Status", "Overview", "AirTime", "Images", "Path", "Monitored", "QualityProfileId", "SeasonFolder", "LastInfoSync", "LastDiskSync", "Runtime", "SeriesType", "Network", "UseSceneNumbering", "FirstAired", "NextAiring" FROM "Series"
15-2-3 20:39:57.7|Debug|MigrationLogger|DROP TABLE "Series"
15-2-3 20:39:57.7|Debug|MigrationLogger|ALTER TABLE "Series_temp" RENAME TO "Series"
15-2-3 20:39:57.7|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Series_TvdbId" ON "Series" ("TvdbId" ASC)
15-2-3 20:39:57.7|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Series_TitleSlug" ON "Series" ("TitleSlug" ASC)
15-2-3 20:39:57.7|Debug|MigrationLogger|Took: 00:00:00.0146260
15-2-3 20:39:57.7|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (12, '2015-02-04T02:39:57', 'remove_custom_start_date')
15-2-3 20:39:57.7|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.7|Debug|MigrationLogger|12: remove_custom_start_date migrated
15-2-3 20:39:57.7|Debug|MigrationLogger|Took: 00:00:00.0295480
15-2-3 20:39:57.7|Info|MigrationLogger|*** 13: add_air_date_utc migrating ***
15-2-3 20:39:57.7|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.7|Info|add_air_date_utc|Starting migration  to 13
15-2-3 20:39:57.7|Debug|MigrationLogger|AlterTable Episodes
15-2-3 20:39:57.7|Debug|MigrationLogger|
15-2-3 20:39:57.7|Debug|MigrationLogger|Took: 00:00:00.0001820
15-2-3 20:39:57.7|Debug|MigrationLogger|CreateColumn Episodes AirDateUtc DateTime
15-2-3 20:39:57.7|Debug|MigrationLogger|ALTER TABLE "Episodes" ADD COLUMN "AirDateUtc" DATETIME
15-2-3 20:39:57.7|Debug|MigrationLogger|Took: 00:00:00.0005020
15-2-3 20:39:57.7|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Episodes SET AirDateUtc = AirDate
15-2-3 20:39:57.7|Debug|MigrationLogger|UPDATE Episodes SET AirDateUtc = AirDate
15-2-3 20:39:57.7|Debug|MigrationLogger|Took: 00:00:00.0002990
15-2-3 20:39:57.7|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (13, '2015-02-04T02:39:57', 'add_air_date_utc')
15-2-3 20:39:57.7|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.7|Debug|MigrationLogger|13: add_air_date_utc migrated
15-2-3 20:39:57.7|Debug|MigrationLogger|Took: 00:00:00.0096470
15-2-3 20:39:57.7|Info|MigrationLogger|*** 14: drop_air_date migrating ***
15-2-3 20:39:57.7|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.7|Info|drop_air_date|Starting migration  to 14
15-2-3 20:39:57.7|Debug|MigrationLogger|DeleteColumn Episodes AirDate
15-2-3 20:39:57.7|Debug|MigrationLogger|CREATE TABLE "Episodes_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "TvDbEpisodeId" INTEGER NOT NULL, "SeriesId" INTEGER NOT NULL, "SeasonNumber" INTEGER NOT NULL, "EpisodeNumber" INTEGER NOT NULL, "Title" TEXT, "Overview" TEXT, "EpisodeFileId" INTEGER, "AbsoluteEpisodeNumber" INTEGER, "SceneAbsoluteEpisodeNumber" INTEGER, "SceneSeasonNumber" INTEGER, "SceneEpisodeNumber" INTEGER, "Monitored" INTEGER, "AirDateUtc" DATETIME)
15-2-3 20:39:57.7|Debug|MigrationLogger|INSERT INTO "Episodes_temp" SELECT "Id", "TvDbEpisodeId", "SeriesId", "SeasonNumber", "EpisodeNumber", "Title", "Overview", "EpisodeFileId", "AbsoluteEpisodeNumber", "SceneAbsoluteEpisodeNumber", "SceneSeasonNumber", "SceneEpisodeNumber", "Monitored", "AirDateUtc" FROM "Episodes"
15-2-3 20:39:57.7|Debug|MigrationLogger|DROP TABLE "Episodes"
15-2-3 20:39:57.7|Debug|MigrationLogger|ALTER TABLE "Episodes_temp" RENAME TO "Episodes"
15-2-3 20:39:57.7|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Episodes_TvDbEpisodeId" ON "Episodes" ("TvDbEpisodeId" ASC)
15-2-3 20:39:57.7|Debug|MigrationLogger|Took: 00:00:00.0171040
15-2-3 20:39:57.7|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (14, '2015-02-04T02:39:57', 'drop_air_date')
15-2-3 20:39:57.7|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.8|Debug|MigrationLogger|14: drop_air_date migrated
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0303340
15-2-3 20:39:57.8|Info|MigrationLogger|*** 15: add_air_date_as_string migrating ***
15-2-3 20:39:57.8|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.8|Info|add_air_date_as_string|Starting migration  to 15
15-2-3 20:39:57.8|Debug|MigrationLogger|AlterTable Episodes
15-2-3 20:39:57.8|Debug|MigrationLogger|
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0001710
15-2-3 20:39:57.8|Debug|MigrationLogger|CreateColumn Episodes AirDate String
15-2-3 20:39:57.8|Debug|MigrationLogger|ALTER TABLE "Episodes" ADD COLUMN "AirDate" TEXT
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0004830
15-2-3 20:39:57.8|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (15, '2015-02-04T02:39:57', 'add_air_date_as_string')
15-2-3 20:39:57.8|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.8|Debug|MigrationLogger|15: add_air_date_as_string migrated
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0092070
15-2-3 20:39:57.8|Info|MigrationLogger|*** 16: updated_imported_history_item migrating ***
15-2-3 20:39:57.8|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.8|Info|updated_imported_history_item|Starting migration  to 16
15-2-3 20:39:57.8|Debug|MigrationLogger|ExecuteSqlStatement UPDATE HISTORY SET Data = replace( Data, '"Path"', '"ImportedPath"' ) WHERE EventType=3
15-2-3 20:39:57.8|Debug|MigrationLogger|UPDATE HISTORY SET Data = replace( Data, '"Path"', '"ImportedPath"' ) WHERE EventType=3
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0004180
15-2-3 20:39:57.8|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (16, '2015-02-04T02:39:57', 'updated_imported_history_item')
15-2-3 20:39:57.8|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.8|Debug|MigrationLogger|16: updated_imported_history_item migrated
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0103050
15-2-3 20:39:57.8|Info|MigrationLogger|*** 17: reset_scene_names migrating ***
15-2-3 20:39:57.8|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.8|Info|reset_scene_names|Starting migration  to 17
15-2-3 20:39:57.8|Debug|MigrationLogger|ExecuteSqlStatement UPDATE EpisodeFiles SET SceneName = NULL where SceneName != NULL
15-2-3 20:39:57.8|Debug|MigrationLogger|UPDATE EpisodeFiles SET SceneName = NULL where SceneName != NULL
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0003350
15-2-3 20:39:57.8|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (17, '2015-02-04T02:39:57', 'reset_scene_names')
15-2-3 20:39:57.8|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.8|Debug|MigrationLogger|17: reset_scene_names migrated
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0120810
15-2-3 20:39:57.8|Info|MigrationLogger|*** 18: remove_duplicates migrating ***
15-2-3 20:39:57.8|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.8|Info|remove_duplicates|Starting migration  to 18
15-2-3 20:39:57.8|Debug|MigrationLogger|PerformDBOperation 
15-2-3 20:39:57.8|Debug|MigrationLogger|Performing DB Operation
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0095580
15-2-3 20:39:57.8|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (18, '2015-02-04T02:39:57', 'remove_duplicates')
15-2-3 20:39:57.8|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.8|Debug|MigrationLogger|18: remove_duplicates migrated
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0228770
15-2-3 20:39:57.8|Info|MigrationLogger|*** 19: restore_unique_constraints migrating ***
15-2-3 20:39:57.8|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.8|Info|restore_unique_constraints|Starting migration  to 19
15-2-3 20:39:57.8|Debug|MigrationLogger|ExecuteSqlStatement DROP INDEX IF EXISTS "IX_Series_TvdbId"
15-2-3 20:39:57.8|Debug|MigrationLogger|DROP INDEX IF EXISTS "IX_Series_TvdbId"
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0006170
15-2-3 20:39:57.8|Debug|MigrationLogger|ExecuteSqlStatement DROP INDEX IF EXISTS "IX_Series_TitleSlug"
15-2-3 20:39:57.8|Debug|MigrationLogger|DROP INDEX IF EXISTS "IX_Series_TitleSlug"
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0004510
15-2-3 20:39:57.8|Debug|MigrationLogger|ExecuteSqlStatement DROP INDEX IF EXISTS "IX_Episodes_TvDbEpisodeId"
15-2-3 20:39:57.8|Debug|MigrationLogger|DROP INDEX IF EXISTS "IX_Episodes_TvDbEpisodeId"
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0004490
15-2-3 20:39:57.8|Debug|MigrationLogger|CreateIndex Series (TvdbId)
15-2-3 20:39:57.8|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Series_TvdbId" ON "Series" ("TvdbId" ASC)
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0005440
15-2-3 20:39:57.8|Debug|MigrationLogger|CreateIndex Series (TitleSlug)
15-2-3 20:39:57.8|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Series_TitleSlug" ON "Series" ("TitleSlug" ASC)
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0005510
15-2-3 20:39:57.8|Debug|MigrationLogger|CreateIndex Episodes (TvDbEpisodeId)
15-2-3 20:39:57.8|Debug|MigrationLogger|CREATE UNIQUE INDEX "IX_Episodes_TvDbEpisodeId" ON "Episodes" ("TvDbEpisodeId" ASC)
15-2-3 20:39:57.8|Debug|MigrationLogger|Took: 00:00:00.0005750
15-2-3 20:39:57.8|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (19, '2015-02-04T02:39:57', 'restore_unique_constraints')
15-2-3 20:39:57.8|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.9|Debug|MigrationLogger|19: restore_unique_constraints migrated
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0112080
15-2-3 20:39:57.9|Info|MigrationLogger|*** 20: add_year_and_seasons_to_series migrating ***
15-2-3 20:39:57.9|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.9|Info|add_year_and_seasons_to_series|Starting migration  to 20
15-2-3 20:39:57.9|Debug|MigrationLogger|AlterTable Series
15-2-3 20:39:57.9|Debug|MigrationLogger|
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0001710
15-2-3 20:39:57.9|Debug|MigrationLogger|CreateColumn Series Year Int32
15-2-3 20:39:57.9|Debug|MigrationLogger|ALTER TABLE "Series" ADD COLUMN "Year" INTEGER
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0008140
15-2-3 20:39:57.9|Debug|MigrationLogger|AlterTable Series
15-2-3 20:39:57.9|Debug|MigrationLogger|
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0001700
15-2-3 20:39:57.9|Debug|MigrationLogger|CreateColumn Series Seasons String
15-2-3 20:39:57.9|Debug|MigrationLogger|ALTER TABLE "Series" ADD COLUMN "Seasons" TEXT
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0005050
15-2-3 20:39:57.9|Debug|MigrationLogger|PerformDBOperation 
15-2-3 20:39:57.9|Debug|MigrationLogger|Performing DB Operation
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0007480
15-2-3 20:39:57.9|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (20, '2015-02-04T02:39:57', 'add_year_and_seasons_to_series')
15-2-3 20:39:57.9|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.9|Debug|MigrationLogger|20: add_year_and_seasons_to_series migrated
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0150710
15-2-3 20:39:57.9|Info|MigrationLogger|*** 21: drop_seasons_table migrating ***
15-2-3 20:39:57.9|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.9|Info|drop_seasons_table|Starting migration  to 21
15-2-3 20:39:57.9|Debug|MigrationLogger|DeleteTable Seasons
15-2-3 20:39:57.9|Debug|MigrationLogger|DROP TABLE "Seasons"
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0006270
15-2-3 20:39:57.9|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (21, '2015-02-04T02:39:57', 'drop_seasons_table')
15-2-3 20:39:57.9|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.9|Debug|MigrationLogger|21: drop_seasons_table migrated
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0151350
15-2-3 20:39:57.9|Info|MigrationLogger|*** 22: move_indexer_to_generic_provider migrating ***
15-2-3 20:39:57.9|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.9|Info|move_indexer_to_generic_provider|Starting migration  to 22
15-2-3 20:39:57.9|Debug|MigrationLogger|AlterTable Indexers
15-2-3 20:39:57.9|Debug|MigrationLogger|
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0001700
15-2-3 20:39:57.9|Debug|MigrationLogger|CreateColumn Indexers ConfigContract String
15-2-3 20:39:57.9|Debug|MigrationLogger|ALTER TABLE "Indexers" ADD COLUMN "ConfigContract" TEXT
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0004910
15-2-3 20:39:57.9|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (22, '2015-02-04T02:39:57', 'move_indexer_to_generic_provider')
15-2-3 20:39:57.9|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.9|Debug|MigrationLogger|22: move_indexer_to_generic_provider migrated
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0131400
15-2-3 20:39:57.9|Info|MigrationLogger|*** 23: add_config_contract_to_indexers migrating ***
15-2-3 20:39:57.9|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.9|Info|add_config_contract_to_indexers|Starting migration  to 23
15-2-3 20:39:57.9|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:57.9|Debug|MigrationLogger|UPDATE "Indexers" SET "ConfigContract" = 'NewznabSettings' WHERE "Implementation" = 'Newznab'
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0013460
15-2-3 20:39:57.9|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:57.9|Debug|MigrationLogger|UPDATE "Indexers" SET "ConfigContract" = 'OmgwtfnzbsSettings' WHERE "Implementation" = 'Omgwtfnzbs'
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0004710
15-2-3 20:39:57.9|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:57.9|Debug|MigrationLogger|UPDATE "Indexers" SET "ConfigContract" = 'NullConfig' WHERE "Implementation" = 'Wombles'
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0004310
15-2-3 20:39:57.9|Debug|MigrationLogger|UpdateData 
15-2-3 20:39:57.9|Debug|MigrationLogger|UPDATE "Indexers" SET "ConfigContract" = 'NullConfig' WHERE "Implementation" = 'Eztv'
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0004410
15-2-3 20:39:57.9|Debug|MigrationLogger|FluentMigrator.Expressions.DeleteDataExpression
15-2-3 20:39:57.9|Debug|MigrationLogger|DELETE FROM "Indexers" WHERE "ConfigContract" IS NULL
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0012460
15-2-3 20:39:57.9|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (23, '2015-02-04T02:39:57', 'add_config_contract_to_indexers')
15-2-3 20:39:57.9|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:57.9|Debug|MigrationLogger|23: add_config_contract_to_indexers migrated
15-2-3 20:39:57.9|Debug|MigrationLogger|Took: 00:00:00.0078840
15-2-3 20:39:57.9|Info|MigrationLogger|*** 24: drop_tvdb_episodeid migrating ***
15-2-3 20:39:57.9|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:57.9|Info|drop_tvdb_episodeid|Starting migration  to 24
15-2-3 20:39:57.9|Debug|MigrationLogger|DeleteColumn Episodes TvDbEpisodeId
15-2-3 20:39:57.9|Debug|MigrationLogger|CREATE TABLE "Episodes_temp" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "SeriesId" INTEGER NOT NULL, "SeasonNumber" INTEGER NOT NULL, "EpisodeNumber" INTEGER NOT NULL, "Title" TEXT, "Overview" TEXT, "EpisodeFileId" INTEGER, "AbsoluteEpisodeNumber" INTEGER, "SceneAbsoluteEpisodeNumber" INTEGER, "SceneSeasonNumber" INTEGER, "SceneEpisodeNumber" INTEGER, "Monitored" INTEGER, "AirDateUtc" DATETIME, "AirDate" TEXT)
15-2-3 20:39:57.9|Debug|MigrationLogger|INSERT INTO "Episodes_temp" SELECT "Id", "SeriesId", "SeasonNumber", "EpisodeNumber", "Title", "Overview", "EpisodeFileId", "AbsoluteEpisodeNumber", "SceneAbsoluteEpisodeNumber", "SceneSeasonNumber", "SceneEpisodeNumber", "Monitored", "AirDateUtc", "AirDate" FROM "Episodes"
15-2-3 20:39:58.0|Debug|MigrationLogger|DROP TABLE "Episodes"
15-2-3 20:39:58.0|Debug|MigrationLogger|ALTER TABLE "Episodes_temp" RENAME TO "Episodes"
15-2-3 20:39:58.0|Debug|MigrationLogger|Took: 00:00:00.0123870
